Location Code,Region Code,Bldg Address1,Bldg Address2,Bldg City,Bldg County,Bldg State,Bldg Zip,Congressional District,Bldg Status,Property Type,Bldg ANSI Usable,Total Parking Spaces,Owned/Leased,Construction Date,Historical Type,Historical Status,ABA Accessibility Flag 
MD0346,"11","8501M MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,BUILDING,7729,0,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0347,"11","8501N MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,BUILDING,10304,0,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0348,"11","8501O MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,BUILDING,4604,0,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0349,"11","8501P MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,BUILDING,9135,7,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0350,"11","8501Q MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,BUILDING,2793,0,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0351,"11","8501R MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,BUILDING,861,0,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0352,"11","8501T MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,BUILDING,3384,0,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0353,"11","8501S MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0354,"11","8501U MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,STRUCTURE,0,0,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0356,"11","8501W MUIRKIRK RD"," ","LAUREL","PRINCE GEORGE'S",MD,207082478, ,ACTIVE,BUILDING,3783,895,OWNED,01-Jan-1996,Field Not In Use,Not Evaluated,Will Conform
MD0531,"11","19901 GERMANTOWN RD"," ","GERMANTOWN","MONTGOMERY",MD,208741299, ,ACTIVE,BUILDING,415861,1560,OWNED,01-Oct-1957,Field Not In Use,National Register Listed,Will Conform
MD0533,"11","ROUTE 118"," ","GERMANTOWN","MONTGOMERY",MD,208741299, ,ACTIVE,BUILDING,10271,0,OWNED,01-Jan-1957,Field Not In Use,National Register Listed,Will Conform
MD0534,"11","ROUTE 118"," ","GERMANTOWN","MONTGOMERY",MD,208741299, ,ACTIVE,BUILDING,1037,0,OWNED,01-Jan-1957,Field Not In Use,National Register Listed,Will Conform
MD0538,"11","RTE 118"," ","GERMANTOWN","MONTGOMERY",MD,208741299, ,ACTIVE,BUILDING,5836,0,OWNED,01-Jan-1957,Field Not In Use,National Register Listed,Will Conform
MD0539,"11","RTE 118"," ","GERMANTOWN","MONTGOMERY",MD,208741299, ,ACTIVE,BUILDING,9004,0,OWNED,01-Oct-1973,Field Not In Use,Non-Contributing Element,Will Conform
MD0540,"11","RTE 118"," ","GERMANTOWN","MONTGOMERY",MD,208741299, ,ACTIVE,BUILDING,3632,0,OWNED,01-Jan-1957,Field Not In Use,National Register Listed,Will Conform
MD0709,"11","10905 NEW HAMPSHIRE AVE,BLDG 405"," ","SILVER SPRING","MONTGOMERY",MD,209930000, ,ACTIVE,BUILDING,0,0,OWNED,01-Aug-2010,Field Not In Use,Not Evaluated,Will Conform
MD0718,"11","10903 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209930000, ,ACTIVE,BUILDING,28500,0,OWNED,01-May-1974,Field Not In Use,Non-Contributing Element,Will Conform
MD0719,"11","10903 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209030001, ,ACTIVE,BUILDING,17008,38,OWNED,01-May-1973,Field Not In Use,Non-Contributing Element,Will Conform
MD0721,"11","5630 FISHERS LN"," ","ROCKVILLE","MONTGOMERY",MD,208520003, ,ACTIVE,BUILDING,25926,10,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0722,"11","4041 POWDER MILL RD"," ","BELTSVILLE","PRINCE GEORGE'S",MD,207053106, ,ACTIVE,BUILDING,67082,48,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0724,"11","9400 MACARTHUR BLVD"," ","BETHESDA","MONTGOMERY",MD,208174016, ,ACTIVE,STRUCTURE,0,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0725,"11","8901 WISCONSIN AVE"," ","BETHESDA","MONTGOMERY",MD,208890001, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0726,"11","3904 OLD SILVER HILL RD"," ","SUITLAND","PRINCE GEORGE'S",MD,207463140, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0727,"11","5601 SUNNYSIDE AVE"," ","BELTSVILLE","PRINCE GEORGE'S",MD,207055000, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0731,"11","10903 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209030002, ,ACTIVE,BUILDING,0,32,OWNED,01-Aug-2010,Field Not In Use,Non-Contributing Element,Will Conform
MD0736,"11","10903 NEW HAMPSHIRE AVE,BLDG 201"," ","SILVER SPRING","MONTGOMERY",MD,209930000, ,ACTIVE,BUILDING,9661,0,OWNED,01-May-1945,Field Not In Use,National Register Eligible,Will Conform
MD0737,"11","10905 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209031050, ,ACTIVE,BUILDING,0,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0740,"11","10905 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209031050, ,ACTIVE,BUILDING,0,0,OWNED,01-Aug-2010,Field Not In Use,Not Evaluated,Will Conform
MD0742,"11","6700 ROCKLEDGE DR.,B-WING"," ","BETHESDA","MONTGOMERY",MD,208171824, ,ACTIVE,BUILDING,101161,290,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MD0752,"11","209 PERRY PKWY","SUITE 5","GAITHERSBURG","MONTGOMERY",MD,208772143, ,ACTIVE,BUILDING,18672,3,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MD0755,"11","1440 MCCORMICK DR"," ","UPPER MARLBORO","PRINCE GEORGE'S",MD,207745313, ,ACTIVE,BUILDING,39045,77,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MD0757,"11","7519 STANDISH PL"," ","DERWOOD","MONTGOMERY",MD,208552792, ,ACTIVE,BUILDING,27479,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MD0759,"11","6351 AMMENDALE RD"," ","BELTSVILLE","PRINCE GEORGE'S",MD,207051249, ,ACTIVE,BUILDING,116987,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MD0760,"11","11800 TECH RD","SILVER SPRING,MD 20904","SILVER SPRING","MONTGOMERY",MD,209041987, ,ACTIVE,BUILDING,70252,312,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MD0765,"11","10903 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209030001, ,ACTIVE,BUILDING,72696,0,OWNED,15-Oct-2003,Field Not In Use,Non-Contributing Element,Will Conform
MD0766,"11","3311 TOLEDO RD"," ","HYATTSVILLE","PRINCE GEORGE'S",MD,207822064, ,ACTIVE,BUILDING,156567,34,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MD0767,"11","4231 SUITLAND RD"," ","SUITLAND","PRINCE GEORGE'S",MD,207462042, ,ACTIVE,BUILDING,244784,614,OWNED,01-Apr-2006,Field Not In Use,Not Evaluated,Yes
MD0768,"11","3201 PENNSY DR"," ","HYATTSVILLE","PRINCE GEORGE'S",MD,207851603, ,ACTIVE,BUILDING,265000,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Yes
MD0774,"11","1101 WOOTTON PKWY"," ","ROCKVILLE","MONTGOMERY",MD,208521058, ,ACTIVE,BUILDING,75845,3,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,No
MD0778,"11","4600 SILVER HILL RD"," ","SUITLAND","PRINCE GEORGE'S",MD,207462402, ,ACTIVE,BUILDING,559647,2210,OWNED,07-Aug-2006,Field Not In Use,Not Evaluated,Will Conform
MD0779,"11","5901 AMMENDALE ROAD","SUITES A,B,AND C","BELTSVILLE","PRINCE GEORGE'S",MD,207051202, ,ACTIVE,BUILDING,92285,5,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0781,"11","4303 SUITLAND ROAD"," ","SUITLAND","PRINCE GEORGE'S",MD,207464704, ,ACTIVE,BUILDING,5684,11,OWNED,01-Sep-2003,Field Not In Use,Not Evaluated,Yes
MD0784,"11","5830 UNIVERSITY RESEARCH COURT"," ","RIVERDALE PARK","PRINCE GEORGE'S",MD,207370000, ,ACTIVE,BUILDING,226000,700,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0786,"11","11919 ROCKVILLE PIKE"," ","ROCKVILLE","MONTGOMERY",MD,208522712, ,ACTIVE,BUILDING,53957,9,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0792,"11","4300 RIVER RD"," ","COLLEGE PARK","PRINCE GEORGE'S",MD,207403835, ,ACTIVE,BUILDING,70785,170,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0796,"11","10903 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209030001, ,ACTIVE,BUILDING,1454,0,OWNED,01-May-1991,Field Not In Use,Not Evaluated,Will Conform
MD0797,"11","6340 COLUMBIA PARK RD"," ","HYATTSVILLE","PRINCE GEORGE'S",MD,207853215, ,ACTIVE,BUILDING,60138,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0803,"11","7100 OLD LANDOVER RD"," ","HYATTSVILLE","PRINCE GEORGE'S",MD,207851506, ,ACTIVE,BUILDING,91525,0,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0804,"11","10903 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209030001, ,ACTIVE,BUILDING,250388,0,OWNED,01-Apr-2005,Field Not In Use,Not Evaluated,Will Conform
MD0806,"11","809,811,841,843,845 BRIGHTSEAT ROAD"," ","LANDOVER","PRINCE GEORGE'S",MD,207854740, ,ACTIVE,BUILDING,31218,84,LEASED,01-Jan-2000,Field Not In Use,Not Evaluated,Will Conform
MD0808,"11","10905 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209031050, ,ACTIVE,BUILDING,0,0,OWNED,01-Aug-2010,Field Not In Use,Not Evaluated,Will Conform
MD0810,"11","10903 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209031058, ,ACTIVE,STRUCTURE,0,0,OWNED,01-Jan-1946,Field Not In Use,National Register Eligible,Will Conform
MD0811,"11","10903 NEW HAMPSHIRE AVE,BLDG 2"," ","SILVER SPRING","MONTGOMERY",MD,209930000, ,ACTIVE,BUILDING,78657,100,OWNED,01-Oct-2005,Field Not In Use,Not Evaluated,Will Conform
MD0816,"11","10903 NEW HAMPSHIRE AVE,BLDG 62"," ","SILVER SPRING","MONTGOMERY",MD,209930000, ,ACTIVE,BUILDING,84187,0,OWNED,01-May-2007,Field Not In Use,Not Evaluated,Will Conform
MD0817,"11","10903 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209930002, ,ACTIVE,BUILDING,292727,0,OWNED,01-May-2009,Field Not In Use,Not Evaluated,Yes
MD0818,"11","10903 NEW HAMPSHIRE AVE"," ","SILVER SPRING","MONTGOMERY",MD,209031046, ,ACTIVE,STRUCTURE,0,831,OWNED,01-May-2009,Field Not In Use,Not Evaluated,Will Conform
